audit_type,form,collection,node_key,label,kind,value_keys,notes
ALG,KBA-502,AssertionLevelRisk,AssertionLevelRisk.CASH,Cash - 502 specific-risk (assertion-level) section,section,,
ALG,AUD-100,OverAllTailoringQuestions,AuditAreas.INVEST,Investments - audit area selected,area_select,INVEST,category=balance
ALG,KBA-400,Scoping,Scoping.INVEST,Investments scoping row,row,,
ALG,KBA-400,Scoping,Scoping.INVEST.SigClassTans,Sig class of transactions?,toggle,NOTDASH;DASH,
ALG,KBA-400,Scoping,Scoping.INVEST.MaterialAccount,Material/sig account?,toggle,NOTDASH;DASH,
ALG,KBA-400,Scoping,Scoping.INVEST.SigDisclosure,Sig disclosure?,toggle,NOTDASH;DASH,
ALG,KBA-400,Scoping,Scoping.INVEST.SigAcctEst,Sig accounting estimate?,toggle,NOTDASH;DASH,
ALG,KBA-400,Scoping,Scoping.INVEST.SigFraudRisk,Sig fraud risk?,toggle,NOTDASH;DASH,
ALG,KBA-400,Scoping,Scoping.INVEST.substantivetesting,Substantive testing planned?,toggle,NOTDASH;DASH,
ALG,KBA-400,AuditareaRelevantAssertions,AuditareaRelevantAssertions.INVEST,Investments relevant assertions,row,EO;RO;CO;AV;CU;UC,
ALG,KBA-400,SigDisclosures,SigDisclosures.INVEST,Investments significant disclosures,row,,
ALG,KBA-400,RiskRelatedSpecificrisks,RiskRelatedSpecificrisks.INVEST,Investments risk-related specific risks,row,,
ALG,AUD-8xx,program,program.INVEST,Investments audit program (AUD-802),program,,
ALG,KBA-502,RelevantAssertion,RelevantAssertion.INVEST,Investments - 502 relevant-assertion risk section,section,,category=balance
ALG,KBA-502,RelevantAssertion,RelevantAssertion.INVEST.EO,EO - Existence/Occurrence,assertion,,
ALG,KBA-502,RelevantAssertion,RelevantAssertion.INVEST.RO,RO - Rights/Obligations,assertion,,
ALG,KBA-502,RelevantAssertion,RelevantAssertion.INVEST.CO,CO - Completeness,assertion,,
ALG,KBA-502,RelevantAssertion,RelevantAssertion.INVEST.AV,AV - Accuracy/Valuation,assertion,,
ALG,KBA-502,RelevantAssertion,RelevantAssertion.INVEST.CU,CU - Cutoff,assertion,,
ALG,KBA-502,RelevantAssertion,RelevantAssertion.INVEST.UC,UC - Classification/Understandability,assertion,,
ALG,KBA-502,AssertionLevelRisk,AssertionLevelRisk.INVEST,Investments - 502 specific-risk (assertion-level) section,section,,
ALG,AUD-100,OverAllTailoringQuestions,AuditAreas.ERR,Exchange Revenue & Receivables - audit area selected,area_select,ERR,category=balance
ALG,KBA-400,Scoping,Scoping.ERR,Exchange Revenue & Receivables scoping row,row,,
ALG,KBA-400,Scoping,Scoping.ERR.SigClassTans,Sig class of transactions?,toggle,NOTDASH;DASH,
ALG,KBA-400,Scoping,Scoping.ERR.MaterialAccount,Material/sig account?,toggle,NOTDASH;DASH,
ALG,KBA-400,Scoping,Scoping.ERR.SigDisclosure,Sig disclosure?,toggle,NOTDASH;DASH,
ALG,KBA-400,Scoping,Scoping.ERR.SigAcctEst,Sig accounting estimate?,toggle,NOTDASH;DASH,
ALG,KBA-400,Scoping,Scoping.ERR.SigFraudRisk,Sig fraud risk?,toggle,NOTDASH;DASH,
ALG,KBA-400,Scoping,Scoping.ERR.substantivetesting,Substantive testing planned?,toggle,NOTDASH;DASH,
ALG,KBA-400,AuditareaRelevantAssertions,AuditareaRelevantAssertions.ERR,Exchange Revenue & Receivables relevant assertions,row,EO;RO;CO;AV;CU;UC,
ALG,KBA-400,SigDisclosures,SigDisclosures.ERR,Exchange Revenue & Receivables significant disclosures,row,,
ALG,KBA-400,RiskRelatedSpecificrisks,RiskRelatedSpecificrisks.ERR,Exchange Revenue & Receivables risk-related specific risks,row,,
ALG,AUD-8xx,program,program.ERR,Exchange Revenue & Receivables audit program (AUD-803),program,,
ALG,KBA-502,RelevantAssertion,RelevantAssertion.ERR,Exchange Revenue & Receivables - 502 relevant-assertion risk section,section,,category=balance
ALG,KBA-502,RelevantAssertion,RelevantAssertion.ERR.EO,EO - Existence/Occurrence,assertion,,
ALG,KBA-502,RelevantAssertion,RelevantAssertion.ERR.RO,RO - Rights/Obligations,assertion,,
ALG,KBA-502,RelevantAssertion,RelevantAssertion.ERR.CO,CO - Completeness,assertion,,
ALG,KBA-502,RelevantAssertion,RelevantAssertion.ERR.AV,AV - Accuracy/Valuation,assertion,,
ALG,KBA-502,RelevantAssertion,RelevantAssertion.ERR.CU,CU - Cutoff,assertion,,
ALG,KBA-502,RelevantAssertion,RelevantAssertion.ERR.UC,UC - Classification/Understandability,assertion,,
ALG,KBA-502,AssertionLevelRisk,AssertionLevelRisk.ERR,Exchange Revenue & Receivables - 502 specific-risk (assertion-level) section,section,,
ALG,AUD-100,OverAllTailoringQuestions,AuditAreas.INVENTORY,Inventory & COGS - audit area selected,area_select,INVENTORY,category=balance
ALG,KBA-400,Scoping,Scoping.INVENTORY,Inventory & COGS scoping row,row,,
ALG,KBA-400,Scoping,Scoping.INVENTORY.SigClassTans,Sig class of transactions?,toggle,NOTDASH;DASH,
ALG,KBA-400,Scoping,Scoping.INVENTORY.MaterialAccount,Material/sig account?,toggle,NOTDASH;DASH,
ALG,KBA-400,Scoping,Scoping.INVENTORY.SigDisclosure,Sig disclosure?,toggle,NOTDASH;DASH,
ALG,KBA-400,Scoping,Scoping.INVENTORY.SigAcctEst,Sig accounting estimate?,toggle,NOTDASH;DASH,
ALG,KBA-400,Scoping,Scoping.INVENTORY.SigFraudRisk,Sig fraud risk?,toggle,NOTDASH;DASH,
ALG,KBA-400,Scoping,Scoping.INVENTORY.substantivetesting,Substantive testing planned?,toggle,NOTDASH;DASH,
ALG,KBA-400,AuditareaRelevantAssertions,AuditareaRelevantAssertions.INVENTORY,Inventory & COGS relevant assertions,row,EO;RO;CO;AV;CU;UC,
ALG,KBA-400,SigDisclosures,SigDisclosures.INVENTORY,Inventory & COGS significant disclosures,row,,
ALG,KBA-400,RiskRelatedSpecificrisks,RiskRelatedSpecificrisks.INVENTORY,Inventory & COGS risk-related specific risks,row,,
ALG,AUD-8xx,program,program.INVENTORY,Inventory & COGS audit program (AUD-805),program,,
ALG,KBA-502,RelevantAssertion,RelevantAssertion.INVENTORY,Inventory & COGS - 502 relevant-assertion risk section,section,,category=balance
ALG,KBA-502,RelevantAssertion,RelevantAssertion.INVENTORY.EO,EO - Existence/Occurrence,assertion,,
ALG,KBA-502,RelevantAssertion,RelevantAssertion.INVENTORY.RO,RO - Rights/Obligations,assertion,,
ALG,KBA-502,RelevantAssertion,RelevantAssertion.INVENTORY.CO,CO - Completeness,assertion,,
ALG,KBA-502,RelevantAssertion,RelevantAssertion.INVENTORY.AV,AV - Accuracy/Valuation,assertion,,
ALG,KBA-502,RelevantAssertion,RelevantAssertion.INVENTORY.CU,CU - Cutoff,assertion,,
ALG,KBA-502,RelevantAssertion,RelevantAssertion.INVENTORY.UC,UC - Classification/Understandability,assertion,,
ALG,KBA-502,AssertionLevelRisk,AssertionLevelRisk.INVENTORY,Inventory & COGS - 502 specific-risk (assertion-level) section,section,,
ALG,AUD-100,OverAllTailoringQuestions,AuditAreas.NER,Nonexchange Revenue - audit area selected,area_select,NER,category=balance
ALG,KBA-400,Scoping,Scoping.NER,Nonexchange Revenue scoping row,row,,
ALG,KBA-400,Scoping,Scoping.NER.SigClassTans,Sig class of transactions?,toggle,NOTDASH;DASH,
ALG,KBA-400,Scoping,Scoping.NER.MaterialAccount,Material/sig account?,toggle,NOTDASH;DASH,
ALG,KBA-400,Scoping,Scoping.NER.SigDisclosure,Sig disclosure?,toggle,NOTDASH;DASH,
ALG,KBA-400,Scoping,Scoping.NER.SigAcctEst,Sig accounting estimate?,toggle,NOTDASH;DASH,
ALG,KBA-400,Scoping,Scoping.NER.SigFraudRisk,Sig fraud risk?,toggle,NOTDASH;DASH,
ALG,KBA-400,Scoping,Scoping.NER.substantivetesting,Substantive testing planned?,toggle,NOTDASH;DASH,
ALG,KBA-400,AuditareaRelevantAssertions,AuditareaRelevantAssertions.NER,Nonexchange Revenue relevant assertions,row,EO;RO;CO;AV;CU;UC,
ALG,KBA-400,SigDisclosures,SigDisclosures.NER,Nonexchange Revenue significant disclosures,row,,
ALG,KBA-400,RiskRelatedSpecificrisks,RiskRelatedSpecificrisks.NER,Nonexchange Revenue risk-related specific risks,row,,
ALG,AUD-8xx,program,program.NER,Nonexchange Revenue audit program (AUD-804),program,,
ALG,KBA-502,RelevantAssertion,RelevantAssertion.NER,Nonexchange Revenue - 502 relevant-assertion risk section,section,,category=balance
ALG,KBA-502,RelevantAssertion,RelevantAssertion.NER.EO,EO - Existence/Occurrence,assertion,,
ALG,KBA-502,RelevantAssertion,RelevantAssertion.NER.RO,RO - Rights/Obligations,assertion,,
ALG,KBA-502,RelevantAssertion,RelevantAssertion.NER.CO,CO - Completeness,assertion,,
ALG,KBA-502,RelevantAssertion,RelevantAssertion.NER.AV,AV - Accuracy/Valuation,assertion,,
ALG,KBA-502,RelevantAssertion,RelevantAssertion.NER.CU,CU - Cutoff,assertion,,
ALG,KBA-502,RelevantAssertion,RelevantAssertion.NER.UC,UC - Classification/Understandability,assertion,,
ALG,KBA-502,AssertionLevelRisk,AssertionLevelRisk.NER,Nonexchange Revenue - 502 specific-risk (assertion-level) section,section,,
ALG,AUD-100,OverAllTailoringQuestions,AuditAreas.PP,Prepaids / Deferred / Other - audit area selected,area_select,PP,category=balance
ALG,KBA-400,Scoping,Scoping.PP,Prepaids / Deferred / Other scoping row,row,,
ALG,KBA-400,Scoping,Scoping.PP.SigClassTans,Sig class of transactions?,toggle,NOTDASH;DASH,
ALG,KBA-400,Scoping,Scoping.PP.MaterialAccount,Material/sig account?,toggle,NOTDASH;DASH,
ALG,KBA-400,Scoping,Scoping.PP.SigDisclosure,Sig disclosure?,toggle,NOTDASH;DASH,
ALG,KBA-400,Scoping,Scoping.PP.SigAcctEst,Sig accounting estimate?,toggle,NOTDASH;DASH,
ALG,KBA-400,Scoping,Scoping.PP.SigFraudRisk,Sig fraud risk?,toggle,NOTDASH;DASH,
ALG,KBA-400,Scoping,Scoping.PP.substantivetesting,Substantive testing planned?,toggle,NOTDASH;DASH,
ALG,KBA-400,AuditareaRelevantAssertions,AuditareaRelevantAssertions.PP,Prepaids / Deferred / Other relevant assertions,row,EO;RO;CO;AV;CU;UC,
ALG,KBA-400,SigDisclosures,SigDisclosures.PP,Prepaids / Deferred / Other significant disclosures,row,,
ALG,KBA-400,RiskRelatedSpecificrisks,RiskRelatedSpecificrisks.PP,Prepaids / Deferred / Other risk-related specific risks,row,,
ALG,AUD-8xx,program,program.PP,Prepaids / Deferred / Other audit program (AUD-806),program,,
ALG,KBA-502,RelevantAssertion,RelevantAssertion.PP,Prepaids / Deferred / Other - 502 relevant-assertion risk section,section,,category=balance
ALG,KBA-502,RelevantAssertion,RelevantAssertion.PP.EO,EO - Existence/Occurrence,assertion,,
ALG,KBA-502,RelevantAssertion,RelevantAssertion.PP.RO,RO - Rights/Obligations,assertion,,
ALG,KBA-502,RelevantAssertion,RelevantAssertion.PP.CO,CO - Completeness,assertion,,
ALG,KBA-502,RelevantAssertion,RelevantAssertion.PP.AV,AV - Accuracy/Valuation,assertion,,
ALG,KBA-502,RelevantAssertion,RelevantAssertion.PP.CU,CU - Cutoff,assertion,,
ALG,KBA-502,RelevantAssertion,RelevantAssertion.PP.UC,UC - Classification/Understandability,assertion,,
ALG,KBA-502,AssertionLevelRisk,AssertionLevelRisk.PP,Prepaids / Deferred / Other - 502 specific-risk (assertion-level) section,section,,
ALG,AUD-100,OverAllTailoringQuestions,AuditAreas.PPE,Property & Equipment - audit area selected,area_select,PPE,category=balance
ALG,KBA-400,Scoping,Scoping.PPE,Property & Equipment scoping row,row,,
ALG,KBA-400,Scoping,Scoping.PPE.SigClassTans,Sig class of transactions?,toggle,NOTDASH;DASH,
ALG,KBA-400,Scoping,Scoping.PPE.MaterialAccount,Material/sig account?,toggle,NOTDASH;DASH,
ALG,KBA-400,Scoping,Scoping.PPE.SigDisclosure,Sig disclosure?,toggle,NOTDASH;DASH,
ALG,KBA-400,Scoping,Scoping.PPE.SigAcctEst,Sig accounting estimate?,toggle,NOTDASH;DASH,
ALG,KBA-400,Scoping,Scoping.PPE.SigFraudRisk,Sig fraud risk?,toggle,NOTDASH;DASH,
ALG,KBA-400,Scoping,Scoping.PPE.substantivetesting,Substantive testing planned?,toggle,NOTDASH;DASH,
ALG,KBA-400,AuditareaRelevantAssertions,AuditareaRelevantAssertions.PPE,Property & Equipment relevant assertions,row,EO;RO;CO;AV;CU;UC,
ALG,KBA-400,SigDisclosures,SigDisclosures.PPE,Property & Equipment significant disclosures,row,,
ALG,KBA-400,RiskRelatedSpecificrisks,RiskRelatedSpecificrisks.PPE,Property & Equipment risk-related specific risks,row,,
ALG,AUD-8xx,program,program.PPE,Property & Equipment audit program (AUD-807),program,,
ALG,KBA-502,RelevantAssertion,RelevantAssertion.PPE,Property & Equipment - 502 relevant-assertion risk section,section,,category=balance
ALG,KBA-502,RelevantAssertion,RelevantAssertion.PPE.EO,EO - Existence/Occurrence,assertion,,
ALG,KBA-502,RelevantAssertion,RelevantAssertion.PPE.RO,RO - Rights/Obligations,assertion,,
ALG,KBA-502,RelevantAssertion,RelevantAssertion.PPE.CO,CO - Completeness,assertion,,
ALG,KBA-502,RelevantAssertion,RelevantAssertion.PPE.AV,AV - Accuracy/Valuation,assertion,,
ALG,KBA-502,RelevantAssertion,RelevantAssertion.PPE.CU,CU - Cutoff,assertion,,
ALG,KBA-502,RelevantAssertion,RelevantAssertion.PPE.UC,UC - Classification/Understandability,assertion,,
ALG,KBA-502,AssertionLevelRisk,AssertionLevelRisk.PPE,Property & Equipment - 502 specific-risk (assertion-level) section,section,,
ALG,AUD-100,OverAllTailoringQuestions,AuditAreas.AP,Accounts Payable & Purchases - audit area selected,area_select,AP,category=balance
ALG,KBA-400,Scoping,Scoping.AP,Accounts Payable & Purchases scoping row,row,,
ALG,KBA-400,Scoping,Scoping.AP.SigClassTans,Sig class of transactions?,toggle,NOTDASH;DASH,
ALG,KBA-400,Scoping,Scoping.AP.MaterialAccount,Material/sig account?,toggle,NOTDASH;DASH,
ALG,KBA-400,Scoping,Scoping.AP.SigDisclosure,Sig disclosure?,toggle,NOTDASH;DASH,
ALG,KBA-400,Scoping,Scoping.AP.SigAcctEst,Sig accounting estimate?,toggle,NOTDASH;DASH,
ALG,KBA-400,Scoping,Scoping.AP.SigFraudRisk,Sig fraud risk?,toggle,NOTDASH;DASH,
ALG,KBA-400,Scoping,Scoping.AP.substantivetesting,Substantive testing planned?,toggle,NOTDASH;DASH,
ALG,KBA-400,AuditareaRelevantAssertions,AuditareaRelevantAssertions.AP,Accounts Payable & Purchases relevant assertions,row,EO;RO;CO;AV;CU;UC,
ALG,KBA-400,SigDisclosures,SigDisclosures.AP,Accounts Payable & Purchases significant disclosures,row,,
ALG,KBA-400,RiskRelatedSpecificrisks,RiskRelatedSpecificrisks.AP,Accounts Payable & Purchases risk-related specific risks,row,,
ALG,AUD-8xx,program,program.AP,Accounts Payable & Purchases audit program (AUD-808),program,,
ALG,KBA-502,RelevantAssertion,RelevantAssertion.AP,Accounts Payable & Purchases - 502 relevant-assertion risk section,section,,category=balance
ALG,KBA-502,RelevantAssertion,RelevantAssertion.AP.EO,EO - Existence/Occurrence,assertion,,
ALG,KBA-502,RelevantAssertion,RelevantAssertion.AP.RO,RO - Rights/Obligations,assertion,,
ALG,KBA-502,RelevantAssertion,RelevantAssertion.AP.CO,CO - Completeness,assertion,,
ALG,KBA-502,RelevantAssertion,RelevantAssertion.AP.AV,AV - Accuracy/Valuation,assertion,,
ALG,KBA-502,RelevantAssertion,RelevantAssertion.AP.CU,CU - Cutoff,assertion,,
ALG,KBA-502,RelevantAssertion,RelevantAssertion.AP.UC,UC - Classification/Understandability,assertion,,
ALG,KBA-502,AssertionLevelRisk,AssertionLevelRisk.AP,Accounts Payable & Purchases - 502 specific-risk (assertion-level) section,section,,
ALG,AUD-100,OverAllTailoringQuestions,AuditAreas.OL,Payroll & Other Liabilities - audit area selected,area_select,OL,category=balance
ALG,KBA-400,Scoping,Scoping.OL,Payroll & Other Liabilities scoping row,row,,
ALG,KBA-400,Scoping,Scoping.OL.SigClassTans,Sig class of transactions?,toggle,NOTDASH;DASH,
ALG,KBA-400,Scoping,Scoping.OL.MaterialAccount,Material/sig account?,toggle,NOTDASH;DASH,
ALG,KBA-400,Scoping,Scoping.OL.SigDisclosure,Sig disclosure?,toggle,NOTDASH;DASH,
ALG,KBA-400,Scoping,Scoping.OL.SigAcctEst,Sig accounting estimate?,toggle,NOTDASH;DASH,
ALG,KBA-400,Scoping,Scoping.OL.SigFraudRisk,Sig fraud risk?,toggle,NOTDASH;DASH,
ALG,KBA-400,Scoping,Scoping.OL.substantivetesting,Substantive testing planned?,toggle,NOTDASH;DASH,
ALG,KBA-400,AuditareaRelevantAssertions,AuditareaRelevantAssertions.OL,Payroll & Other Liabilities relevant assertions,row,EO;RO;CO;AV;CU;UC,
ALG,KBA-400,SigDisclosures,SigDisclosures.OL,Payroll & Other Liabilities significant disclosures,row,,
ALG,KBA-400,RiskRelatedSpecificrisks,RiskRelatedSpecificrisks.OL,Payroll & Other Liabilities risk-related specific risks,row,,
ALG,AUD-8xx,program,program.OL,Payroll & Other Liabilities audit program (AUD-809),program,,
ALG,KBA-502,RelevantAssertion,RelevantAssertion.OL,Payroll & Other Liabilities - 502 relevant-assertion risk section,section,,category=balance
ALG,KBA-502,RelevantAssertion,RelevantAssertion.OL.EO,EO - Existence/Occurrence,assertion,,
ALG,KBA-502,RelevantAssertion,RelevantAssertion.OL.RO,RO - Rights/Obligations,assertion,,
ALG,KBA-502,RelevantAssertion,RelevantAssertion.OL.CO,CO - Completeness,assertion,,
ALG,KBA-502,RelevantAssertion,RelevantAssertion.OL.AV,AV - Accuracy/Valuation,assertion,,
ALG,KBA-502,RelevantAssertion,RelevantAssertion.OL.CU,CU - Cutoff,assertion,,
ALG,KBA-502,RelevantAssertion,RelevantAssertion.OL.UC,UC - Classification/Understandability,assertion,,
ALG,KBA-502,AssertionLevelRisk,AssertionLevelRisk.OL,Payroll & Other Liabilities - 502 specific-risk (assertion-level) section,section,,
ALG,AUD-100,OverAllTailoringQuestions,AuditAreas.DEBT,Debt & Debt Service - audit area selected,area_select,DEBT,category=balance
ALG,KBA-400,Scoping,Scoping.DEBT,Debt & Debt Service scoping row,row,,
ALG,KBA-400,Scoping,Scoping.DEBT.SigClassTans,Sig class of transactions?,toggle,NOTDASH;DASH,
ALG,KBA-400,Scoping,Scoping.DEBT.MaterialAccount,Material/sig account?,toggle,NOTDASH;DASH,
ALG,KBA-400,Scoping,Scoping.DEBT.SigDisclosure,Sig disclosure?,toggle,NOTDASH;DASH,
ALG,KBA-400,Scoping,Scoping.DEBT.SigAcctEst,Sig accounting estimate?,toggle,NOTDASH;DASH,
ALG,KBA-400,Scoping,Scoping.DEBT.SigFraudRisk,Sig fraud risk?,toggle,NOTDASH;DASH,
ALG,KBA-400,Scoping,Scoping.DEBT.substantivetesting,Substantive testing planned?,toggle,NOTDASH;DASH,
ALG,KBA-400,AuditareaRelevantAssertions,AuditareaRelevantAssertions.DEBT,Debt & Debt Service relevant assertions,row,EO;RO;CO;AV;CU;UC,
ALG,KBA-400,SigDisclosures,SigDisclosures.DEBT,Debt & Debt Service significant disclosures,row,,
ALG,KBA-400,RiskRelatedSpecificrisks,RiskRelatedSpecificrisks.DEBT,Debt & Debt Service risk-related specific risks,row,,
ALG,AUD-8xx,program,program.DEBT,Debt & Debt Service audit program (AUD-810),program,,
ALG,KBA-502,RelevantAssertion,RelevantAssertion.DEBT,Debt & Debt Service - 502 relevant-assertion risk section,section,,category=balance
ALG,KBA-502,RelevantAssertion,RelevantAssertion.DEBT.EO,EO - Existence/Occurrence,assertion,,
ALG,KBA-502,RelevantAssertion,RelevantAssertion.DEBT.RO,RO - Rights/Obligations,assertion,,
ALG,KBA-502,RelevantAssertion,RelevantAssertion.DEBT.CO,CO - Completeness,assertion,,
ALG,KBA-502,RelevantAssertion,RelevantAssertion.DEBT.AV,AV - Accuracy/Valuation,assertion,,
ALG,KBA-502,RelevantAssertion,RelevantAssertion.DEBT.CU,CU - Cutoff,assertion,,
ALG,KBA-502,RelevantAssertion,RelevantAssertion.DEBT.UC,UC - Classification/Understandability,assertion,,
ALG,KBA-502,AssertionLevelRisk,AssertionLevelRisk.DEBT,Debt & Debt Service - 502 specific-risk (assertion-level) section,section,,
ALG,AUD-100,OverAllTailoringQuestions,AuditAreas.EQUITY,Equity / Net Assets / Net Position - audit area selected,area_select,EQUITY,category=balance
ALG,KBA-400,Scoping,Scoping.EQUITY,Equity / Net Assets / Net Position scoping row,row,,
ALG,KBA-400,Scoping,Scoping.EQUITY.SigClassTans,Sig class of transactions?,toggle,NOTDASH;DASH,
ALG,KBA-400,Scoping,Scoping.EQUITY.MaterialAccount,Material/sig account?,toggle,NOTDASH;DASH,
ALG,KBA-400,Scoping,Scoping.EQUITY.SigDisclosure,Sig disclosure?,toggle,NOTDASH;DASH,
ALG,KBA-400,Scoping,Scoping.EQUITY.SigAcctEst,Sig accounting estimate?,toggle,NOTDASH;DASH,
ALG,KBA-400,Scoping,Scoping.EQUITY.SigFraudRisk,Sig fraud risk?,toggle,NOTDASH;DASH,
ALG,KBA-400,Scoping,Scoping.EQUITY.substantivetesting,Substantive testing planned?,toggle,NOTDASH;DASH,
ALG,KBA-400,AuditareaRelevantAssertions,AuditareaRelevantAssertions.EQUITY,Equity / Net Assets / Net Position relevant assertions,row,EO;RO;CO;AV;CU;UC,
ALG,KBA-400,SigDisclosures,SigDisclosures.EQUITY,Equity / Net Assets / Net Position significant disclosures,row,,
ALG,KBA-400,RiskRelatedSpecificrisks,RiskRelatedSpecificrisks.EQUITY,Equity / Net Assets / Net Position risk-related specific risks,row,,
ALG,AUD-8xx,program,program.EQUITY,Equity / Net Assets / Net Position audit program (AUD-811),program,,
ALG,KBA-502,RelevantAssertion,RelevantAssertion.EQUITY,Equity / Net Assets / Net Position - 502 relevant-assertion risk section,section,,category=balance
ALG,KBA-502,RelevantAssertion,RelevantAssertion.EQUITY.EO,EO - Existence/Occurrence,assertion,,
ALG,KBA-502,RelevantAssertion,RelevantAssertion.EQUITY.RO,RO - Rights/Obligations,assertion,,
ALG,KBA-502,RelevantAssertion,RelevantAssertion.EQUITY.CO,CO - Completeness,assertion,,
ALG,KBA-502,RelevantAssertion,RelevantAssertion.EQUITY.AV,AV - Accuracy/Valuation,assertion,,
ALG,KBA-502,RelevantAssertion,RelevantAssertion.EQUITY.CU,CU - Cutoff,assertion,,
ALG,KBA-502,RelevantAssertion,RelevantAssertion.EQUITY.UC,UC - Classification/Understandability,assertion,,
ALG,KBA-502,AssertionLevelRisk,AssertionLevelRisk.EQUITY,Equity / Net Assets / Net Position - 502 specific-risk (assertion-level) section,section,,
ALG,AUD-100,OverAllTailoringQuestions,AuditAreas.OTHREV,Other Income & Expense - audit area selected,area_select,OTHREV,category=balance
ALG,KBA-400,Scoping,Scoping.OTHREV,Other Income & Expense scoping row,row,,
ALG,KBA-400,Scoping,Scoping.OTHREV.SigClassTans,Sig class of transactions?,toggle,NOTDASH;DASH,
ALG,KBA-400,Scoping,Scoping.OTHREV.MaterialAccount,Material/sig account?,toggle,NOTDASH;DASH,
ALG,KBA-400,Scoping,Scoping.OTHREV.SigDisclosure,Sig disclosure?,toggle,NOTDASH;DASH,
ALG,KBA-400,Scoping,Scoping.OTHREV.SigAcctEst,Sig accounting estimate?,toggle,NOTDASH;DASH,
ALG,KBA-400,Scoping,Scoping.OTHREV.SigFraudRisk,Sig fraud risk?,toggle,NOTDASH;DASH,
ALG,KBA-400,Scoping,Scoping.OTHREV.substantivetesting,Substantive testing planned?,toggle,NOTDASH;DASH,
ALG,KBA-400,AuditareaRelevantAssertions,AuditareaRelevantAssertions.OTHREV,Other Income & Expense relevant assertions,row,EO;RO;CO;AV;CU;UC,
ALG,KBA-400,SigDisclosures,SigDisclosures.OTHREV,Other Income & Expense significant disclosures,row,,
ALG,KBA-400,RiskRelatedSpecificrisks,RiskRelatedSpecificrisks.OTHREV,Other Income & Expense risk-related specific risks,row,,
ALG,AUD-8xx,program,program.OTHREV,Other Income & Expense audit program (AUD-812),program,,
ALG,KBA-502,RelevantAssertion,RelevantAssertion.OTHREV,Other Income & Expense - 502 relevant-assertion risk section,section,,category=balance
ALG,KBA-502,RelevantAssertion,RelevantAssertion.OTHREV.EO,EO - Existence/Occurrence,assertion,,
ALG,KBA-502,RelevantAssertion,RelevantAssertion.OTHREV.RO,RO - Rights/Obligations,assertion,,
ALG,KBA-502,RelevantAssertion,RelevantAssertion.OTHREV.CO,CO - Completeness,assertion,,
ALG,KBA-502,RelevantAssertion,RelevantAssertion.OTHREV.AV,AV - Accuracy/Valuation,assertion,,
ALG,KBA-502,RelevantAssertion,RelevantAssertion.OTHREV.CU,CU - Cutoff,assertion,,
ALG,KBA-502,RelevantAssertion,RelevantAssertion.OTHREV.UC,UC - Classification/Understandability,assertion,,
ALG,KBA-502,AssertionLevelRisk,AssertionLevelRisk.OTHREV,Other Income & Expense - 502 specific-risk (assertion-level) section,section,,
ALG,AUD-100,OverAllTailoringQuestions,AuditAreas.JE2,Journal Entries - audit area selected,area_select,JE2,category=risk
ALG,KBA-400,Scoping,Scoping.JE2,Journal Entries scoping row,row,,
ALG,KBA-400,Scoping,Scoping.JE2.SigClassTans,Sig class of transactions?,toggle,NOTDASH;DASH,
ALG,KBA-400,Scoping,Scoping.JE2.MaterialAccount,Material/sig account?,toggle,NOTDASH;DASH,
ALG,KBA-400,Scoping,Scoping.JE2.SigDisclosure,Sig disclosure?,toggle,NOTDASH;DASH,
ALG,KBA-400,Scoping,Scoping.JE2.SigAcctEst,Sig accounting estimate?,toggle,NOTDASH;DASH,
ALG,KBA-400,Scoping,Scoping.JE2.SigFraudRisk,Sig fraud risk?,toggle,NOTDASH;DASH,
ALG,KBA-400,Scoping,Scoping.JE2.substantivetesting,Substantive testing planned?,toggle,NOTDASH;DASH,
ALG,KBA-400,AuditareaRelevantAssertions,AuditareaRelevantAssertions.JE2,Journal Entries relevant assertions,row,EO;RO;CO;AV;CU;UC,
ALG,KBA-400,SigDisclosures,SigDisclosures.JE2,Journal Entries significant disclosures,row,,
ALG,KBA-400,RiskRelatedSpecificrisks,RiskRelatedSpecificrisks.JE2,Journal Entries risk-related specific risks,row,,
ALG,AUD-8xx,program,program.JE2,Journal Entries audit program (AUD-813),program,,
ALG,KBA-502,RelevantAssertion,RelevantAssertion.JE2,Journal Entries - 502 relevant-assertion risk section,section,,category=risk
ALG,KBA-502,RelevantAssertion,RelevantAssertion.JE2.EO,EO - Existence/Occurrence,assertion,,
ALG,KBA-502,RelevantAssertion,RelevantAssertion.JE2.RO,RO - Rights/Obligations,assertion,,
ALG,KBA-502,RelevantAssertion,RelevantAssertion.JE2.CO,CO - Completeness,assertion,,
ALG,KBA-502,RelevantAssertion,RelevantAssertion.JE2.AV,AV - Accuracy/Valuation,assertion,,
ALG,KBA-502,RelevantAssertion,RelevantAssertion.JE2.CU,CU - Cutoff,assertion,,
ALG,KBA-502,RelevantAssertion,RelevantAssertion.JE2.UC,UC - Classification/Understandability,assertion,,
ALG,KBA-502,AssertionLevelRisk,AssertionLevelRisk.JE2,Journal Entries - 502 specific-risk (assertion-level) section,section,,
ALG,AUD-100,OverAllTailoringQuestions,AuditAreas.RPTRNS2,Related Party Transactions - audit area selected,area_select,RPTRNS2,category=risk
ALG,KBA-400,Scoping,Scoping.RPTRNS2,Related Party Transactions scoping row,row,,
